"","aoi_name","Year","tas_max_year","tas_min_year","tas_mean_year","bio4_year","bio7_year","pr_max_year","pr_min_year","pr_mean_year","pr_accum_year","bio15_year","tas_max_spring","tas_min_spring","tas_mean_spring","bio4_spring","bio7_spring","pr_max_spring","pr_min_spring","pr_mean_spring","pr_accum_spring","bio15_spring","plotname"
"185","las_casillas","2008",18.3833333333333,8.41666666666668,13.85,4.81570347924372,-23.3,125.88,7.62,54.0166666666667,324.1,81.6323365874232,18.1333333333333,8.06666666666668,13.6666666666667,2.1939310229206,-14.4,125.88,7.62,68.2666666666667,214.36,64.5923835155856,"las_casillas_2008"
"186","las_casillas","2009",19.1333333333333,8.41666666666668,14.1333333333333,6.15196445590079,-26,63.83,12.96,31.8483333333333,191.09,68.635750323367,20.8,8.80000000000001,15.1666666666667,3.41955162752858,-18.2,28.46,12.96,18.5833333333333,73.33,117.628749141634,"las_casillas_2009"
"187","las_casillas","2010",17.4333333333334,8.20000000000002,13.3,5.74351808563357,-23.5,177.79,36.12,91.2566666666667,547.54,59.6116728766375,18.4666666666667,8.50000000000002,14.2,3.29089653438087,-16.1,115.76,36.12,72.07,257.46,75.481650633352,"las_casillas_2010"
"188","las_casillas","2011",19.0666666666667,9.13333333333335,14.5333333333334,6.04604553957929,-24.6,71.02,6.75,53.88,323.28,44.6887600723452,20.4333333333334,10.3333333333334,15.9666666666667,4.41059330853948,-18.7,71.02,53.77,60.4566666666667,188.12,39.8273759612608,"las_casillas_2011"
"189","las_casillas","2012",18.9333333333334,7.65000000000002,13.3333333333333,6.57682800950935,-28.3,47.85,0.96,14.7933333333333,88.76,130.468212524472,19.8666666666667,8.83333333333335,14.5,4.20000000000001,-18,47.85,1.73,26.0166666666667,79.01,74.1855127717625,"las_casillas_2012"
"190","las_casillas","2013",17.3333333333333,7.78333333333334,12.9833333333333,5.45579202927188,-24.3,233.09,6.88,72.8583333333333,437.15,114.916260684154,17.7333333333333,8.00000000000002,13.4333333333333,3.06648550189519,-15.3,233.09,18.22,93.6066666666667,287.7,89.4445612101665,"las_casillas_2013"
"191","las_casillas","2014",18.5,9.05000000000001,14.25,5.25080946140689,-22.7,123.72,8.98,53.7516666666667,322.51,81.8112599915414,20.1,9.56666666666668,15.3333333333333,3.46458270695526,-17.8,41.88,21.92,33.3133333333333,108.92,132.003949669162,"las_casillas_2014"
"192","las_casillas","2015",19.4666666666667,8.86666666666668,14.4166666666667,7.08051316407691,-28.9,69.61,1.75,30.5716666666667,183.43,74.9823709355223,21.2333333333333,10.1333333333334,15.9,4.22255846614349,-19.8,69.61,1.75,34.7233333333333,139.99,66.0171656940715,"las_casillas_2015"
"193","valdelacasa","2000",19.1333333333333,8.20000000000001,14.1333333333333,6.75267848091901,-30.1,176.62,3.81,53.98,323.88,120.222512145454,18.9333333333334,8.80000000000001,14.5,3.68646171823334,-16.2,176.62,40.06,96.1766666666667,292.34,67.4759422480674,"valdelacasa_2000"
"194","valdelacasa","2001",19.3,9.23333333333334,15.1,6.06069302967903,-26.7,258.54,3.73,105.145,630.87,99.0705752852094,19.6666666666667,9.46666666666666,15.5333333333333,2.77368587502865,-14.8,194.31,3.73,81.5733333333333,255.36,127.698295664801,"valdelacasa_2001"
"195","valdelacasa","2002",19.1166666666667,8.46666666666668,14.4333333333333,5.8602616551368,-26.4,151.37,8.22,63.3833333333333,380.3,85.8626399208663,19.3333333333334,8.50000000000002,14.7,2.25166604983954,-15.1,151.37,21.63,80.23,248.91,67.8332335408731,"valdelacasa_2002"
"196","valdelacasa","2003",19,9.03333333333334,14.7,7.00713921654194,-28,152.86,4.2,79.1616666666667,474.97,70.7247760613138,20.1,9.6,15.7333333333333,3.55715241918777,-17.2,92,23.22,67.82,207.66,82.5522139138952,"valdelacasa_2003"
"197","valdelacasa","2004",18.7666666666667,8.38333333333333,14.2666666666667,6.58138789820707,-28,67.96,9.3,47.2883333333333,283.73,49.3170996196336,18.1,7.76666666666667,13.8333333333334,2.90057465570759,-15.5,62.49,27.91,50.2733333333333,160.12,46.388876392649,"valdelacasa_2004"
"198","valdelacasa","2005",19.1,7.85000000000002,13.9666666666667,7.97011083151713,-31.7,44.83,0.6,21.6966666666667,130.18,85.1162660539748,19.9666666666667,8.9666666666667,15.2666666666667,4.04145188432738,-19,44.83,30.04,37.17,113.08,49.6835957084855,"valdelacasa_2005"
"199","valdelacasa","2006",19.25,8.50000000000001,14.4333333333333,7.32984765644325,-28.7,133.9,11.55,47.7566666666667,286.54,92.8214074531463,20.6666666666667,9.70000000000001,15.9333333333334,4.20990894596703,-19.4,133.9,11.55,62.2966666666667,204.93,71.15695353316,"valdelacasa_2006"
"200","valdelacasa","2007",18.0833333333333,7.96666666666668,13.7333333333333,5.17597011840937,-23.1,112.02,11.35,64.2833333333333,385.7,61.2622284909129,18.9333333333334,8.23333333333335,14.4333333333333,3.25627599157893,-17.4,90.19,22.2,62.8733333333333,262.33,62.6360977864094,"valdelacasa_2007"
"201","valdelacasa","2008",18.5,8.28333333333335,14.05,5.04093245342564,-23.9,160.19,14.39,72.8683333333333,437.21,73.3094949105333,18.6,8.16666666666669,14.1,2.45560583156171,-15,160.19,14.39,90.25,293.32,59.1904787993246,"valdelacasa_2008"
"202","valdelacasa","2009",19.3833333333333,8.41666666666667,14.4333333333333,6.39958331976909,-26.3,100.76,8.65,40.9566666666667,245.74,81.9435106841449,21.1333333333333,8.93333333333334,15.5666666666667,3.58096821171777,-18.6,40.64,8.65,22.8966666666667,90.54,146.577364358144,"valdelacasa_2009"
"203","valdelacasa","2010",17.6,8.18333333333336,13.5333333333334,6.00854946444369,-24.4,210.2,37.97,100.606666666667,603.64,68.3830121159761,18.7333333333333,8.60000000000002,14.5333333333333,3.33066559914581,-16.4,115.54,37.97,69.61,249.56,98.8333128230806,"valdelacasa_2010"
"204","valdelacasa","2011",19.3333333333333,9.06666666666668,14.85,6.50099992308875,-26.4,123.5,8.42,70.7016666666667,424.21,59.1567154397301,20.5,10.4333333333334,16.3,4.48441746495571,-18.5,108.26,45.97,76.12,236.78,54.9458536010858,"valdelacasa_2011"
"205","valdelacasa","2012",19.2166666666667,7.50000000000002,13.5833333333333,6.93640156469237,-29.6,56.09,0.58,20.7233333333333,124.34,122.504436438932,20.0333333333333,8.76666666666669,14.7666666666667,4.11015003781289,-18.6,56.09,4.07,36.5933333333333,110.59,69.376032186267,"valdelacasa_2012"
"206","valdelacasa","2013",17.6666666666667,7.80000000000001,13.3333333333333,5.85377371160406,-25.2,296,8.51,86.015,516.09,124.659186346165,17.9666666666667,8.16666666666667,13.8333333333334,3.20832251080427,-15.7,296,14.58,116.88,359.15,91.7399034357069,"valdelacasa_2013"
"207","valdelacasa","2014",18.8833333333334,9.05000000000001,14.6666666666667,5.59738033964699,-23.9,179.05,0.91,81.5083333333333,489.05,87.2419889813417,20.5,9.60000000000002,15.7666666666667,3.47035060668706,-17.9,74.61,22.3,51.8366666666667,156.42,137.179907116344,"valdelacasa_2014"
"208","valdelacasa","2015",19.9666666666667,8.95000000000001,14.85,7.39046683234557,-29.5,67.76,5.81,33.8966666666667,203.38,61.4760129512919,21.7,10.0333333333333,16.3333333333334,4.34664621672079,-20.8,67.76,5.81,33.8333333333333,145.08,61.5910912021367,"valdelacasa_2015"
